URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url257,https://holycowvegan.net/easy-vegan-lunch-box-ideas-for-back-to-school/,5.2,2039,1112,0.249,0.216,2019-09-03T08:00:45,2019-09-03T08:00:45,2019-09-15T21:55:28,options - ill - youre - vegan - box - school - ideas - easy - little - healthy - great - lunch,Easy Vegan Lunch Box Ideas for Back to School | Holy Cow! Vegan Recipes,"Dozens of my best and easy vegan lunch box ideas for your child as he or she goes back to school. Most are adult-friendly too. Gluten-free, nut-free options."
url258,https://holycowvegan.net/easy-vegetable-curry/,4.0,854,849,3.951,0.597,2015-12-22T08:00:10,2015-12-22T08:00:10,2019-04-29T15:58:27,add - sweet - vegetable - coconut - potatoes - curry - easy - green - chickpeas - milk - veggies,Easy Vegetable Curry With Chickpeas and Coconut Milk | Holy Cow! Vegan Recipes,"Easy Vegetable Curry with Chickpeas. A creamy curry of vegetables drowning in a sea of coconut milk. This is a gluten-free, child-friendly recipe."
url259,https://holycowvegan.net/easy-wholegrain-pasta-with-spinach/,2.7,596,578,9.044,0.901,2010-11-19T16:21:00,2010-11-19T16:21:00,2019-01-08T17:35:18,roasted - substitute - nuts - seeds - spinach - pesto - recipes - water - sunflower - pasta - mins,Pasta With Spinach Pesto - Holy Cow!,A recipe for an easy wholegrain pasta with spinach pesto. This is the perfect recipe to stir up on a busy weeknight.
url260,https://holycowvegan.net/eating-out-in-dc/,21.0,275,4455,6.074,4.868,2013-11-07T18:28:21,2013-11-07T18:28:21,2015-01-21T14:19:53,food - indian - menu - silver - vegan - restaurant - great - dc - restaurants - vegetarian - spring - eating,Eating DC | Holy Cow! Vegan Recipes,"Where to find great vegan food in the Washington, D.C. metro area."
url261,https://holycowvegan.net/edamame-hummus/,2.3,486,479,11.592,0.107,2008-05-03T18:25:00,2008-05-03T18:25:00,2019-10-25T20:58:53,g - vegan - threesoy - tofu - fresh - creamy - hummus - soybeans - miso - edamame,Edamame Hummus | Holy Cow! Vegan Recipes,"An easy, healthy and delicious recipe for Edamame Hummus -- hummus made with soybeans. This makes a great alternative to the traditional hummus."
url262,https://holycowvegan.net/egg-biryani-with-no-eggs/,4.7,999,1005,4.482,0.932,2015-06-11T08:00:21,2015-06-11T08:00:21,2018-12-28T20:34:35,tsp - egg - vegan - cook - eggs - holy - oil - coriander - cow - tofu - recipes - rice - biryani - cup,Eggless Egg Biryani - Holy Cow! Vegan Recipes,A flavorful egg biryani that is made without eggs. Tofu tossed with some spices makes the perfect egg substitute in this classic Indian restaurant recipe.
url263,https://holycowvegan.net/eggless-bliss-whole-wheat-vegan-challah/,3.4,725,728,11.737,0.178,2008-03-11T04:05:00,2008-03-11T04:05:00,2019-09-29T18:21:15,dough - challah - tbsp - vegan - g - wheat - warm - holy - cow - loaf - recipes - place - bread,Whole-Wheat Vegan Challah | Holy Cow! Vegan Bread Recipes,"A recipe for an easy whole-wheat vegan challah bread that's soft, flaky, and utterly delicious. The best eggless challah you will make or eat."
url264,https://holycowvegan.net/eggless-broccoli-tomato-frittata-from/,6.1,1299,1294,6.951,0.885,2012-12-22T13:30:00,2012-12-22T13:30:00,2019-01-14T17:30:05,broccoli - food - kitchen - tsp - kicking - frittata - book - diet - cancer - minutes - healthy - tomato - recipes,Broccoli Tomato Frittata - Holy Cow! Vegan Recipes,A recipe for an eggless and healthful Broccoli Tomato Frittata from the book Kicking Cancer in the Kitchen.
url265,https://holycowvegan.net/eggless-vegetable-omelet-besan-chilla/,3.5,770,740,8.74,0.085,2011-03-10T15:26:00,2011-03-10T15:26:00,2019-11-02T20:59:10,batter - add - vegetable - vegan - besan - omelet - recipe - flour - veggies - water - cheela - eggless,"Eggless Vegetable Omelet Recipe, Besan Cheela | Vegan Recipes | Holy Cow!","Besan Chilla or Besan Cheela is a delicious, low-calorie, fluffy vegan omelet made with chickpea flour, not eggs. Soy-free, nut-free, gluten-free."
url266,https://holycowvegan.net/eggplant-and-mushroom-vindaloo/,5.0,1067,1070,10.052,2.378,2009-11-16T19:45:00,2009-11-16T19:45:00,2017-07-18T18:25:25,hindus - tsp - tbsp - mustard - vegetable - vegan - goa - holy - recipe - cow - onions - recipes - vindaloo - cook,Vegetable Vindaloo - Holy Cow! Vegan Recipes,"A recipe for an easy and tasty vegan Vegetable Vindaloo from Goa, where this complex and spicy dish is a legacy of the Portuguese colonizers."
url267,https://holycowvegan.net/eggplant-hummus-zaatar/,4.0,864,846,1.762,0.847,2018-02-28T08:00:01,2018-02-28T08:00:01,2019-01-28T19:50:26,yogurt - add - eggplant - roasted - recipe - minutes - zaatar - hummus - blender - eggplants,Eggplant Hummus with Za'atar | Holy Cow! Vegan Recipes,"Recipe for roasted eggplant hummus with za'atar, a middle eastern spice mix. The golden, roasted eggplant blends perfectly with the sumac and oregano in the za'atar, and a dollop of yogurt adds creaminess. Serve with pita or crudites. A vegan, soy-free, nut-free and gluten-free recipe."
url268,https://holycowvegan.net/eggplant-in-peanut-sauce/,2.7,940,564,2.225,0.23,2017-09-12T10:21:14,2017-09-12T10:21:14,2019-09-10T16:41:45,wooden - indian - eggplant - store - sauce - curry - recipe - grocery - maryland - need - peanut,Eggplant in Peanut Sauce | Holy Cow! Vegan Recipes,"This Eggplant in Peanut Sauce is a perfect harmony of spicy, tangy, sweet and salty notes. Vegan, gluten-free, soy-free recipe with no added oils."
url269,https://holycowvegan.net/eggplant-pullao/,5.6,1199,1180,7.762,0.101,2012-03-01T14:00:00,2012-03-01T14:00:00,2019-10-27T18:19:07,indian - add - eggplant - dogs - minutes - recipe - heat - recipes - rice - pulao,Pulao with Eggplant | Holy Cow! Vegan Recipes,A recipe for a light and easy but delicious eggplant pulao inspired by the great filmmaker Ismail Merchant. Vegan and gluten-free.
url270,https://holycowvegan.net/eggplant-soup/,3.8,841,795,3.91,0.167,2016-01-06T08:00:21,2016-01-06T08:00:21,2019-10-03T16:00:29,soup - eggplant - g - vegan - roasted - recipe - zaatar - smoky - water - stir,Roasted Eggplant Soup with Za'atar - Holy Cow! Vegan Recipes,"A smoky and delicious roasted eggplant soup flavored with the middle-eastern spice blend, za'atar. Fat-free, gluten-free and vegan recipe."
url271,https://holycowvegan.net/eggplant-subzi-with-peanuts/,4.6,988,981,9.332,0.882,2010-08-06T18:04:00,2010-08-06T18:04:00,2019-01-15T22:13:19,subzi - hot - tsp - hes - cats - eggplant - cooked - eggplants - family - peanuts - dont - cannoli,Eggplant Subzi With Peanuts | Holy Cow! Vegan Recipes,No meta description found.
url272,https://holycowvegan.net/empanadas-with-spicy-bean-filling/,2.6,547,541,10.704,0.567,2009-03-23T21:03:00,2009-03-23T21:03:00,2019-05-10T10:14:40,spicy - bean - tsp - tbsp - vegan - recipes - empanadas - water - stuffed - beans - stir - filling,Empanadas With Spicy Bean Filling | Holy Cow! Vegan Recipes,No meta description found.
url273,https://holycowvegan.net/entrees/,0.2,101,33,5.868,3.732,2014-01-21T22:50:46,2014-01-21T22:50:46,2016-03-11T18:01:31,kitchen - vegan - nutritious - holy - im - hi - cow - vaishalii - washington - recipes - samosas - plantbased - tasty - simple,Vegan Entrees | Holy Cow! Vegan Recipes,"Recipes for dozens of healthy vegan entrees including quiches, tarts, burgers and more. Many recipes are gluten-free."
url274,https://holycowvegan.net/ethiopian-stew/,5.2,1084,1113,5.753,2.132,2014-03-04T08:00:24,2014-03-04T08:00:24,2017-10-16T18:19:15,berbere - ethiopian - tsp - tbsp - vegetable - spice - coriander - stew - dc - mix - lentil,Ethiopian Lentil and Vegetable Stew | Holy Cow! Vegan Recipes,"This vegan Ethiopian Stew with lentils and vegetables is spiced with berbere spices, and is full of delicious, fresh vegetables. Soy-free and gluten-free."
url275,https://holycowvegan.net/farfalle-with-chorizo-and-veggies/,4.7,989,989,4.23,0.011,2015-09-11T08:00:40,2015-09-11T08:00:40,2019-11-29T22:14:20,ready - farfalle - red - g - green - tomatoes - favorite - chorizo - veggies - pasta - soy,Farfalle with Chorizo and Veggies | Holy Cow! Vegan Recipes,"An exquisite, protein-packed pasta with vegan chorizo and tons of veggies. A perfect, quick dinner for those cool nights or for the brown bag."
url276,https://holycowvegan.net/fast-whole-wheat-bread/,1.4,804,299,6.263,0.178,2013-08-30T12:00:00,2013-08-30T12:00:00,2019-09-29T18:35:11,vegan - wheat - fast - weekend - holy - recipe - cow - recipes - need - rises - baking - dont - bread - delicious,Whole Wheat Bread | Holy Cow! Vegan Baking Recipes,"An easy recipe for a perfect whole wheat bread. This bread comes together in a hurry, so you can even bake this on a weeknight."
url277,https://holycowvegan.net/fat-free-brownies/,3.3,711,704,0.841,0.077,2019-01-30T11:06:00,2019-01-30T11:06:00,2019-11-05T20:14:03,tsp - vegan - holy - brownies - syrup - cow - recipes - brownie - walnuts - chocolate - maple - added - cup,Vegan Brownies | Holy Cow! Vegan Recipes,"A recipe for moist, chewy, healthy vegan brownies with no added oil or butter. The only fat in these is from healthy walnuts and flaxmeal."
url278,https://holycowvegan.net/fat-free-burrito-bowl-cilantro-brown/,8.6,1803,1816,7.923,2.49,2012-01-02T21:05:00,2012-01-02T21:05:00,2017-06-07T19:31:03,water - vegetable - vegan - grams - cilantro - holy - cups - cow - recipes - rice - plastic - beans - fat - cup,Fat-Free Burrito Bowl - Holy Cow! Vegan Recipes,"A delicious recipe for a flavorful and fat-free burrito bowl with cilantro brown-rice, beans, and no-avocado guacamole."
url279,https://holycowvegan.net/fat-free-cuban-black-bean-stew/,4.1,887,862,4.581,0.419,2015-05-06T08:00:28,2015-05-06T08:00:28,2019-07-03T16:45:26,cuban - way - bean - add - sweet - crockpot - cook - black - chopped - stew - fatfree - stir - meal,Fat-Free Cuban Black Bean Stew - Holy Cow! Vegan Recipes,"A smoky and delicious vegan fat-free cuban black bean stew made in a slow cooker, with cubanelle peppers, shallots and sweet potatoes."
url280,https://holycowvegan.net/fat-free-lentil-tacos/,4.2,864,880,5.586,0.91,2014-05-04T14:34:24,2014-05-04T14:34:24,2019-01-05T18:55:33,lentils - tsp - brown - quite - tomatoes - tortilla - water - cup - fatfree - tacos - lentil,Fat-Free Lentil Tacos | Holy Cow! Vegan Recipes,"These guilt-free, Fat-Free Lentil Tacos are loaded with delicious onions, tomatoes and brown lentils in a whole-wheat tortilla, and are just 160 calories."
url281,https://holycowvegan.net/fat-free-slow-cooker-dal/,3.4,738,724,5.995,0.937,2013-12-06T09:00:39,2013-12-06T09:00:39,2018-12-26T16:37:56,slow - add - lentils - cooker - crockpot - greens - black - dal - fatfree - stir - pepper,Fat-Free Slow Cooker Dal | Holy Cow! Vegan Recipes,A recipe for a fat free slow cooker dal that's creamy and nutritious with the added nutritional muscle of some leafy greens. This is vegan and gluten-free.
url282,https://holycowvegan.net/fat-free-vegan-chili/,4.0,876,857,5.926,0.912,2013-12-31T08:00:15,2013-12-31T08:00:15,2019-01-04T12:30:14,chili - protein - crock - book - vegan - g - recipe - recipes - dr - fuhrmans - fatfree - pot - know,Fat-Free Vegan Crock Pot Chili | Holy Cow! Vegan Recipes,"Dr. Joel Fuhrman's recipe for a healthy, fat-free and sodium-free crock pot chili. This recipe has 21 g of protein and 15 g of fiber in a single serving."
url283,https://holycowvegan.net/fat-free-vegan-gumbo/,6.3,1342,1345,5.899,0.096,2014-01-10T23:26:55,2014-01-10T23:26:55,2019-10-29T20:56:12,add - water - brown - vegan - gumbo - heat - glutenfree - rice - delicious - beans - fatfree - cook,"Vegan Gumbo, Fat-Free and Gluten-Free | Holy Cow! Vegan Recipes","This delicious, gluten-free vegan gumbo has no added fats, and it is packed with delicious beans, okra, mushrooms, thyme and sage. It is a frugal recipe that's easy to make. Serve with brown rice."
url284,https://holycowvegan.net/favorite-classic-green-beans-paruppu/,0.8,512,180,11.271,0.016,2008-08-28T02:00:00,2008-08-28T02:00:00,2019-11-27T21:18:03,really - classic - green - convention - paruppu - wont - beans - fun - usili - eating,Green Beans Paruppu Usili | Holy Cow! Vegan Recipes,Green Beans Paruppu Usili is a classic Tamil side dish made by sauteeing green beans in a paste of lightly spiced chana dal.
url285,https://holycowvegan.net/fennel-fronds-pesto/,3.3,704,696,0.663,0.663,2019-04-05T11:31:12,2019-04-05T11:31:12,2019-04-05T16:26:00,really - fronds - vegan - recipe - oil - seeds - fennel - pesto - fresh - recipes,Fennel Fronds Pesto | Holy Cow! Vegan Recipes,No meta description found.
url286,https://holycowvegan.net/fennel-mania-fennel-crusted-potatoes/,3.5,772,742,8.734,1.501,2011-03-12T19:14:00,2011-03-12T19:14:00,2018-06-03T20:22:45,flavor - tsp - vegan - potatoes - olive - crusted - recipe - seeds - bulb - fennel - pesto - recipes - pasta,"Vegan Fennel Pesto, Fennel Crusted Potatoes | Holy Cow! Vegan Recipes","Fennel Pesto Pasta, a delicious vegan pesto with fennel fronds in a pasta with roasted fennel bulbs, and a recipe for fennel seed crusted potatoes"
url287,https://holycowvegan.net/fettuccine-with-olive-oil-and-garlic/,1.1,259,237,8.71,2.63,2011-03-21T14:20:00,2011-03-21T14:20:00,2017-04-17T18:25:36,ways - went - parsley - week - ahead - olive - weekend - oil - fettuccine - fresh - utterly - whos - pasta - garlic,Fettuccine with Olive Oil and Garlic | Holy Cow!,"A recipe for fettuccine with olive oil and garlic, or Aglio e Olio. A classic and delicious pasta dish that comes together in minutes with few ingredients."
url288,https://holycowvegan.net/five-delicious-vegan-recipes-for-sourdough-discard/,4.7,1047,1001,0.575,0.575,2019-05-07T09:00:26,2019-05-07T09:00:26,2019-05-07T12:18:09,feed - good - vegan - portion - waffles - flour - need - recipes - discard - sourdough - delicious - starter,Five Delicious Vegan Recipes for Sourdough Discard | Holy Cow! Vegan Recipes,"Five delicious, frugal, vegan recipes to make with sourdough discard - the portion of your sourdough starter you'd throw out when you feed the starter."
url289,https://holycowvegan.net/five-worst-reasons-not-to-adopt-dog-or/,7.1,1501,1501,9.436,0.586,2010-06-29T21:15:00,2010-06-29T21:15:00,2019-05-03T17:06:54,worst - animal - long - dogs - pup - dog - animals - cat - reasons - adopt - s - bring - need - ive,Five Worst Reasons NOT To Adopt A Dog (or Cat) | Holy Cow! Vegan Recipes,No meta description found.
url290,https://holycowvegan.net/flattened-rice-with-onions-potatoes-and-peas-or-kande-pohe-an-indian-breakfast-classic/,4.4,965,933,0.688,0.249,2019-03-27T11:03:00,2019-03-27T11:03:00,2019-09-03T18:11:00,indian - poha - add - peas - pohe - classic - potatoes - breakfast - kande - onions - flattened - rice,"Flattened rice with onions, potatoes and peas, or Kande Pohe. An Indian breakfast classic. | Holy Cow! Vegan Recipes","Flattened Rice with Potatoes, Onions and Peas, or Kande Pohe, is a classic Indian breakfast. Healthy, delicious, gluten-free, soy-free, nut-free and vegan."
url291,https://holycowvegan.net/fluffy-four-grain-pancakes/,1.0,544,220,11.781,0.463,2008-02-24T22:28:00,2008-02-24T22:28:00,2019-06-17T08:45:46,really - good - vegan - sundays - wasnt - pancake - recipes - challenge - grain - youll - pancakes - desi,Vegan Four Grain Pancakes - Holy Cow!,"A recipe for fluffy and vegan four-grain pancakes made with oats, whole-wheat flour and cornmeal. A delicious and healthy breakfast treat for your family."
url292,https://holycowvegan.net/fluffy-multigrain-pull-apart-rolls/,1.2,703,248,6.137,2.605,2013-10-15T11:30:00,2013-10-15T11:30:00,2017-04-26T21:51:09,went - spelt - pullapart - fluffy - wheat - flour - recipe - sorghum - rolls - multigrain,Fluffy Pull-Apart Multigrain Rolls | Holy Cow! Vegan Recipes,"An easy and tasty recipe for fluffy, pull-apart multigrain rolls. The rolls are made with nutritious spelt, sorghum, millet, oat and wheat flours."
url293,https://holycowvegan.net/focaccia-with-caramelized-onions-and/,4.5,1474,944,8.882,0.438,2011-01-17T12:16:00,2011-01-17T12:16:00,2019-06-26T12:09:31,sense - sixth - focaccia - tell - day - dogs - youre - dog - far - caramelized - car - onions - think,Focaccia with Caramelized Onions - Holy Cow! Vegan Recipes,Chef Tal Ronnen's recipe for a delicious and airy focaccia with caramelized onions.
url294,https://holycowvegan.net/food-for-friendship-rasavangi-and/,2.0,747,424,11.345,0.101,2008-08-01T22:03:00,2008-08-01T22:03:00,2019-10-27T18:17:59,pressure - lentils - eggplant - cooker - vegan - used - holy - rasavangi - cow - tuvar - recipes - dal - lucy,Brinjal Rasavangi - Holy Cow! Vegan Recipes,"A recipe for the delicious Tamil sambar called Rasavangi, made by sauteing eggplants with tamarind and curry leaves, and adding in dal."
url295,https://holycowvegan.net/frankie-eggless/,5.7,1199,1210,0.307,0.23,2019-08-13T04:18:00,2019-08-13T04:18:00,2019-09-10T21:14:06,food - vegetable - vegan - frankie - recipe - spinach - tomatoes - tofu - tortilla - wrap - delicious - eggless,"Vegetable Frankie, eggless and vegan | Holy Cow! Vegan Recipes","A Vegetable Frankie is delicious street food from Mumbai, with a flaky, crispy wrap. This one has a spinach and tofu filling and it's eggless and vegan. "
url296,https://holycowvegan.net/french-bread-easy-but-delicious-recipe/,8.9,1849,1882,0.447,0.447,2019-06-23T08:47:00,2019-06-23T08:47:00,2019-06-23T09:36:34,dough - french - sheet - yeast - easy - recipe - minutes - flour - water - oven - bread,Easy French Bread Recipe - Holy Cow! Vegan Recipes,"This recipe makes the perfect vegan French bread but is so easy that you could even make bread on a weeknight! The bread is crusty with a soft, airy crumb."
