BOOK_SERIAL_NUMBER;BOOK_NAME;BOOK_URL;BOOK_TYPE
BOOK_SERIALNUM_467;गुरुगीता;<a target="_blank" href="http://literature.awgp.org/book/gurugeeta/v1.1">http://literature.awgp.org/book/gurugeeta/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/gurugeeta/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_468;गुरुगीता;<a target="_blank" href="http://literature.awgp.org/book/gurugeeta/v2.1">http://literature.awgp.org/book/gurugeeta/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/gurugeeta/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_469;गुरुगीता पाठ विधि;<a target="_blank" href="http://literature.awgp.org/book/gurugeeta_path_vidhi/v1.1">http://literature.awgp.org/book/gurugeeta_path_vidhi/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/gurugeeta_path_vidhi/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_470;गुरुगीता पाठ विधि;<a target="_blank" href="http://literature.awgp.org/book/gurugeeta_path_vidhi/v2.1">http://literature.awgp.org/book/gurugeeta_path_vidhi/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/gurugeeta_path_vidhi/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_471;गुरुवर की धरोहर;<a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar_part_2/v1.1">http://literature.awgp.org/book/guruvar_ki_dharohar_part_2/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar_part_2/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_472;गुरुवर की धरोहर द्वितीय भाग;<a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v5.1">http://literature.awgp.org/book/guruvar_ki_dharohar/v5.1</a> // <a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v5">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_473;गुरुवर की धरोहर भाग-1;<a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v1.1">http://literature.awgp.org/book/guruvar_ki_dharohar/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_474;गुरुवर की धरोहर भाग-2;<a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v2.1">http://literature.awgp.org/book/guruvar_ki_dharohar/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_475;गुरुवर की धरोहर भाग-3;<a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v3.1">http://literature.awgp.org/book/guruvar_ki_dharohar/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v3">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_476;गुरुवर की धरोहर भाग-4;<a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v4.1">http://literature.awgp.org/book/guruvar_ki_dharohar/v4.1</a> // <a target="_blank" href="http://literature.awgp.org/book/guruvar_ki_dharohar/v4">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_477;गृहलक्ष्मी की प्रतिष्ठा;<a target="_blank" href="http://literature.awgp.org/book/Grihlakshmi_Ki_Pratishtha/v3.1">http://literature.awgp.org/book/Grihlakshmi_Ki_Pratishtha/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Grihlakshmi_Ki_Pratishtha/v3">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_478;गृहलक्ष्मी की प्रतिष्ठा;<a target="_blank" href="http://literature.awgp.org/book/Grihlakshmi_Ki_Pratishtha/v1.1">http://literature.awgp.org/book/Grihlakshmi_Ki_Pratishtha/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Grihlakshmi_Ki_Pratishtha/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_479;गृहस्थ एक तपोवन है;<a target="_blank" href="http://literature.awgp.org/book/gruhasth_ek_tapovan/v6.1">http://literature.awgp.org/book/gruhasth_ek_tapovan/v6.1</a> // <a target="_blank" href="http://literature.awgp.org/book/gruhasth_ek_tapovan/v6">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_480;गृहस्थ एक योग साधना;<a target="_blank" href="http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v2.1">http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_481;गृहस्थ एक योग साधना;<a target="_blank" href="http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v5.1">http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v5.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v5">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_482;गृहस्थ जीवन एक तपोवन;<a target="_blank" href="http://literature.awgp.org/book/grihasth_jivan_ek_tapovan/v1.1">http://literature.awgp.org/book/grihasth_jivan_ek_tapovan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/grihasth_jivan_ek_tapovan/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_483;गृहस्थ में प्रवेश से पूर्व उसकी जिम्मेदारी समझें;<a target="_blank" href="http://literature.awgp.org/book/grihasth_men_pravesh_se_poorv_usakee_jimmedaree_samajhen/v1.1">http://literature.awgp.org/book/grihasth_men_pravesh_se_poorv_usakee_jimmedaree_samajhen/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/grihasth_men_pravesh_se_poorv_usakee_jimmedaree_samajhen/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_484;गृहस्थ में प्रवेश से पूर्व उसकी जिम्मेदारी समझें;<a target="_blank" href="http://literature.awgp.org/book/grihasth_men_pravesh_se_poorv_usakee_jimmedaree_samajhen/v3.1">http://literature.awgp.org/book/grihasth_men_pravesh_se_poorv_usakee_jimmedaree_samajhen/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/grihasth_men_pravesh_se_poorv_usakee_jimmedaree_samajhen/v3">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_485;गृहस्थ योग एक सिद्ध योग;<a target="_blank" href="http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v3.1">http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Married_Life_A_Perfect_Yoga/v3">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_486;गोपनीय गायत्री तंत्र;<a target="_blank" href="http://literature.awgp.org/book/gopaneeya_gayatri_tantra/v1.1">http://literature.awgp.org/book/gopaneeya_gayatri_tantra/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/gopaneeya_gayatri_tantra/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_487;गौ संरक्षण एवं संवर्द्धन एक राष्‍ट्रीय कर्तव्‍य;<a target="_blank" href="http://literature.awgp.org/book/gau_sarakshan_avam_samvardhan_ek_rashtriya_kartavya/v1.1">http://literature.awgp.org/book/gau_sarakshan_avam_samvardhan_ek_rashtriya_kartavya/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/gau_sarakshan_avam_samvardhan_ek_rashtriya_kartavya/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_488;घर के वातावरण में स्वर्ग का अवतरण्;<a target="_blank" href="http://literature.awgp.org/book/ghar_ke_vatavaran_men_svarg_ka_avataran/v1.1">http://literature.awgp.org/book/ghar_ke_vatavaran_men_svarg_ka_avataran/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ghar_ke_vatavaran_men_svarg_ka_avataran/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_489;घर परिवार भी एक शरीर है;<a target="_blank" href="http://literature.awgp.org/book/ghar_parivar_bhee_ek_shareer_hai/v1.1">http://literature.awgp.org/book/ghar_parivar_bhee_ek_shareer_hai/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/ghar_parivar_bhee_ek_shareer_hai/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_490;घरेलू चिकित्सा;<a target="_blank" href="http://literature.awgp.org/book/Gharelu_Chikitsa/v1.1">http://literature.awgp.org/book/Gharelu_Chikitsa/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Gharelu_Chikitsa/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_491;चल पुस्तकालय—ज्ञानमेध;<a target="_blank" href="http://literature.awgp.org/book/chal_pustakalaya-gyanmedh/v1.1">http://literature.awgp.org/book/chal_pustakalaya-gyanmedh/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chal_pustakalaya-gyanmedh/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_492;चान्द्रायण कल्प साधना;<a target="_blank" href="http://literature.awgp.org/book/chandrayan_kalp_sadhana/v1.1">http://literature.awgp.org/book/chandrayan_kalp_sadhana/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chandrayan_kalp_sadhana/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_493;चिंतन-चरित्र को ऊँचा बनाएँ;<a target="_blank" href="http://literature.awgp.org/book/chintancharitr_ko_uncha_banaen/v2.1">http://literature.awgp.org/book/chintancharitr_ko_uncha_banaen/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chintancharitr_ko_uncha_banaen/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_494;चिंतन-चरित्र को ऊँचा बनाएँ;<a target="_blank" href="http://literature.awgp.org/book/chintancharitr_ko_uncha_banaen/v1.1">http://literature.awgp.org/book/chintancharitr_ko_uncha_banaen/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chintancharitr_ko_uncha_banaen/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_495;चिंताओं से छुटकारे का मार्ग;<a target="_blank" href="http://literature.awgp.org/book/Chintaon_Se_Chhutkare_Ka_Marg/v1.1">http://literature.awgp.org/book/Chintaon_Se_Chhutkare_Ka_Marg/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Chintaon_Se_Chhutkare_Ka_Marg/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_496;चिन्ता छोड़ो—प्रसन्न रहो;<a target="_blank" href="http://literature.awgp.org/book/chinta_chodiye_prasanna_rahiye/v1.1">http://literature.awgp.org/book/chinta_chodiye_prasanna_rahiye/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chinta_chodiye_prasanna_rahiye/v1">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_497;चिन्ताओं से छुटकारे का मार्ग;<a target="_blank" href="http://literature.awgp.org/book/Chintaon_Se_Chhutkare_Ka_Marg/v2.1">http://literature.awgp.org/book/Chintaon_Se_Chhutkare_Ka_Marg/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Chintaon_Se_Chhutkare_Ka_Marg/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_498;चिरयुवा का रहस्योद्गाटन;<a target="_blank" href="http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v3.1">http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v3">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_499;चिरयौवन का रहस्योद्घाटन;<a target="_blank" href="http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v5.1">http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v5.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v5">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_500;चिरयौवन का रहस्योद्घाटन;<a target="_blank" href="http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v4.1">http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v4.1</a> // <a target="_blank" href="http://literature.awgp.org/book/Chir_Yauvan_Ka_Rahasyodghatan/v4">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_501;चेतन मन और उसका सुनियोजन;<a target="_blank" href="http://literature.awgp.org/book/chetan_Achetan_Super_Chetan/v1.1">http://literature.awgp.org/book/chetan_Achetan_Super_Chetan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetan_Achetan_Super_Chetan/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_502;चेतना का सहज स्वभाव स्नेह सहयोग;<a target="_blank" href="http://literature.awgp.org/book/chetana_sahaj_svabhav_sneh_sahayog/v2.1">http://literature.awgp.org/book/chetana_sahaj_svabhav_sneh_sahayog/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetana_sahaj_svabhav_sneh_sahayog/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_503;चेतना की प्रचण्ड क्षमता-एक दर्शन;<a target="_blank" href="http://literature.awgp.org/book/chetana_kee_prachand_kshamat_ek_darshan/v1.1">http://literature.awgp.org/book/chetana_kee_prachand_kshamat_ek_darshan/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetana_kee_prachand_kshamat_ek_darshan/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_504;चेतना की प्रचण्ड क्षमता-एक दर्शन;<a target="_blank" href="http://literature.awgp.org/book/chetana_kee_prachand_kshamat_ek_darshan/v2.1">http://literature.awgp.org/book/chetana_kee_prachand_kshamat_ek_darshan/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetana_kee_prachand_kshamat_ek_darshan/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_505;चेतना की शिखर यात्रा-१;<a target="_blank" href="http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v1.1">http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_506;चेतना की शिखर यात्रा-२;<a target="_blank" href="http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v2.1">http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v2">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_507;चेतना की शिखर यात्रा-३;<a target="_blank" href="http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v3.1">http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v3.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetna_Ki_Shikhar_Yatra1/v3">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_508;चेतना सहज स्वभाव स्नेह-सहयोग;<a target="_blank" href="http://literature.awgp.org/book/chetana_sahaj_svabhav_sneh_sahayog/v1.1">http://literature.awgp.org/book/chetana_sahaj_svabhav_sneh_sahayog/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chetana_sahaj_svabhav_sneh_sahayog/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_509;छात्रों का निर्माण अध्यापक करें;<a target="_blank" href="http://literature.awgp.org/book/chaatro_ka_nirman_adhyapak_karen/v2.1">http://literature.awgp.org/book/chaatro_ka_nirman_adhyapak_karen/v2.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chaatro_ka_nirman_adhyapak_karen/v2">(Book_Home)</a>;Text Book Version
BOOK_SERIALNUM_510;छात्रों का निर्माण अध्यापक करें;<a target="_blank" href="http://literature.awgp.org/book/chaatro_ka_nirman_adhyapak_karen/v1.1">http://literature.awgp.org/book/chaatro_ka_nirman_adhyapak_karen/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/chaatro_ka_nirman_adhyapak_karen/v1">(Book_Home)</a>;Scan Book Version
BOOK_SERIALNUM_511;जगदगुरु शंकराचार्य;<a target="_blank" href="http://literature.awgp.org/book/jagadguru_shankaracharya/v1.1">http://literature.awgp.org/book/jagadguru_shankaracharya/v1.1</a> // <a target="_blank" href="http://literature.awgp.org/book/jagadguru_shankaracharya/v1">(Book_Home)</a>;Scan Book Version
